Year,indicator,description,hdi group,SDG Push No,JETSDG9,Base
2073,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,2.55854,1.96387,2.00439
2074,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,2.48314,1.88896,1.92688
2075,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,2.40902,1.81549,1.85103
2076,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,2.33607,1.74372,1.77697
2077,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,2.26395,1.67316,1.70432
2078,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,2.19297,1.60385,1.6332
2079,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,2.16105,1.57291,1.60135
2080,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,2.12952,1.54305,1.57069
2081,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,2.09823,1.51379,1.54063
2082,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,2.06764,1.48546,1.51122
2083,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,2.03739,1.45849,1.48267
2084,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,2.00742,1.43231,1.45528
2085,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,1.97785,1.40686,1.42923
2086,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,1.94867,1.38212,1.40401
2087,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,1.92003,1.3581,1.37951
2088,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,1.89195,1.33493,1.35586
2089,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,1.86435,1.31244,1.33305
2090,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,1.83747,1.29074,1.31139
2091,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,1.81116,1.27,1.29018
2092,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,1.78562,1.25023,1.26989
2093,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,1.76082,1.23128,1.25056
2094,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,1.73696,1.21384,1.2328
2095,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,1.71378,1.1974,1.21586
2096,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,1.69122,1.18168,1.19968
2097,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,1.66937,1.16665,1.18416
2098,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,1.64834,1.15233,1.16937
2099,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,1.62891,1.13925,1.15585
2100,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI High,1.61013,1.12679,1.14291
2019,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,55.75,55.75,55.75
2020,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,66.62,66.62,66.62
2021,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,62.48,62.48,62.48
2022,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,60.78,60.78,60.78
2023,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,58.28,58.28,58.28
2024,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,55.42,53.44,55.42
2025,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,50.8,49.02,52.7
2026,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,47.27,45.89,50.68
2027,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,44.83,43.69,49.38
2028,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,43.96,42.76,48.89
2029,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,42.56,41.12,48.9
2030,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,40.65,38.84,48.22
2031,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,38.48,36.39,46.89
2032,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,36.21,33.75,45.49
2033,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,33.94,31.24,43.99
2034,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,31.87,29.04,42.63
2035,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,30.09,27.25,41.56
2036,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,28.61,25.75,40.8
2037,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,27.35,25.05,40.26
2038,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,26.83,24.57,39.83
2039,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,26.41,24.12,39.39
2040,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,25.96,23.54,38.87
2041,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,25.39,22.82,38.3
2042,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,24.76,22.02,37.69
2043,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,24.12,21.22,37.09
2044,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,23.53,20.5,36.54
2045,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,23.03,19.88,36.06
2046,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,22.57,19.34,35.06
2047,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,22.13,18.74,34.8
2048,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,21.62,18.05,34.42
2049,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,20.96,17.25,33.48
2050,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,19.95,16.22,32.26
2051,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,18.96,15.03,31.08
2052,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,17.98,13.69,29.91
2053,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,16.81,12.34,28.76
2054,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,15.36,11.1,27.31
2055,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,13.8,10.03,25.49
2056,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,12.32,9.12056,23.59
2057,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,11.04,8.34257,21.83
2058,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,9.95897,7.66455,20.31
2059,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,9.054,7.07409,19.03
2060,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,8.28892,6.56314,17.93
2061,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,7.631,6.11119,16.96
2062,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,7.05587,5.70622,16.09
2063,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,6.54485,5.33653,15.29
2064,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,6.08097,4.99205,14.56
2065,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,5.65242,4.68177,13.88
2066,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,5.255,4.38163,13.24
2067,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,4.88521,4.09799,12.64
2068,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,4.54029,3.83373,12.08
2069,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,4.23216,3.59449,11.58
2070,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,3.94162,3.36233,11.1
2071,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,3.66754,3.14388,10.64
2072,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,3.40614,2.94065,10.21
2073,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,3.16555,2.75,9.81281
2074,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,2.94312,2.57391,9.44692
2075,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,2.74043,2.40736,9.11278
2076,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,2.55102,2.25139,8.80079
2077,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,2.37449,2.1038,8.50498
2078,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,2.2087,1.9645,8.21798
2079,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,2.05181,1.83,7.93538
2080,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,1.90475,1.70117,7.65955
2081,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,1.76392,1.57777,7.38432
2082,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,1.62969,1.46076,7.10522
2083,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,1.50281,1.35007,6.81937
2084,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,1.38112,1.24499,6.52858
2085,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,1.26838,1.14841,6.23686
2086,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,1.16436,1.05928,5.94931
2087,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,1.06764,0.97628,5.67185
2088,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,0.98044,0.9005,5.40708
2089,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,0.9029,0.83163,5.15636
2090,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,0.8329,0.76991,4.91579
2091,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,0.77027,0.71249,4.68462
2092,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,0.71276,0.66027,4.46689
2093,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,0.66034,0.61293,4.25743
2094,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,0.6127,0.56953,4.05125
2095,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,0.56943,0.52909,3.85535
2096,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,0.52956,0.49206,3.66856
2097,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,0.49287,0.45812,3.49201
2098,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,0.45932,0.42671,3.32394
2099,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,0.42859,0.39759,3.16278
2100,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI High,0.40054,0.37101,3.00911
2019,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,1.88734,1.88734,1.88734
2020,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,2.2412,2.2412,2.2412
2021,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,2.0901,2.09011,2.0901
2022,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,2.02263,2.02263,2.02263
2023,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,1.92997,1.92997,1.92997
2024,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,1.82727,1.76208,1.82727
2025,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,1.66785,1.60936,1.73038
2026,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,1.5457,1.50061,1.65751
2027,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,1.46057,1.42345,1.60893
2028,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,1.42707,1.38831,1.58738
2029,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,1.37722,1.33074,1.58246
2030,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,1.31157,1.25348,1.55571
2031,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,1.23832,1.17112,1.50844
2032,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,1.16229,1.08365,1.4598
2033,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,1.08712,1.00107,1.40836
2034,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,1.01874,0.92884,1.36206
2035,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.96016,0.87011,1.32532
2036,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.91153,0.82093,1.29902
2037,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.87017,0.79751,1.2801
2038,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.8529,0.78123,1.26492
2039,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.8387,0.76623,1.24978
2040,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.82389,0.74743,1.23237
2041,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.80551,0.72425,1.21355
2042,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.78532,0.69857,1.19365
2043,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.76487,0.6732,1.17454
2044,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.74654,0.65076,1.15742
2045,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.73082,0.63129,1.14268
2046,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.71703,0.61453,1.1117
2047,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.70356,0.59616,1.10443
2048,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.68824,0.57482,1.09365
2049,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.6682,0.55001,1.06555
2050,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.63702,0.51814,1.02874
2051,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.60672,0.48109,0.99304
2052,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.57681,0.43927,0.95807
2053,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.54045,0.39686,0.92353
2054,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.49529,0.35796,0.87946
2055,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.44621,0.3244,0.82355
2056,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.39968,0.29587,0.76446
2057,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.35929,0.27153,0.70987
2058,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.32518,0.25032,0.66304
2059,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.29669,0.23187,0.62358
2060,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.27264,0.21594,0.58968
2061,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.25197,0.20185,0.56002
2062,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.23391,0.18923,0.53341
2063,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.21786,0.17771,0.5093
2064,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.20328,0.16695,0.48695
2065,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.18977,0.15725,0.46617
2066,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.17722,0.14783,0.44677
2067,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.16549,0.1389,0.42861
2068,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.15452,0.13054,0.41153
2069,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.14472,0.12298,0.39621
2070,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.13543,0.11559,0.38164
2071,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.12663,0.10861,0.36778
2072,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.11818,0.1021,0.35464
2073,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.11039,0.09596,0.34246
2074,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.10315,0.09028,0.33138
2075,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.09655,0.08487,0.32132
2076,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.09035,0.07979,0.31196
2077,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.08454,0.07496,0.30308
2078,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.07906,0.07038,0.29444
2079,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.07385,0.06592,0.28588
2080,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.06894,0.06162,0.27749
2081,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.0642,0.05748,0.26904
2082,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.05966,0.05352,0.26037
2083,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.05533,0.04976,0.25135
2084,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.05115,0.04616,0.24205
2085,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.04726,0.04283,0.23261
2086,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.04364,0.03975,0.22322
2087,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.04026,0.03686,0.21409
2088,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.0372,0.03421,0.20534
2089,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.03447,0.03179,0.19701
2090,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.03199,0.02961,0.18897
2091,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.02977,0.02758,0.18119
2092,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.02772,0.02572,0.17383
2093,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.02585,0.02402,0.1667
2094,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.02413,0.02246,0.15962
2095,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.02257,0.021,0.15285
2096,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.02113,0.01966,0.14636
2097,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.01979,0.01842,0.14019
2098,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.01856,0.01727,0.1343
2099,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.01744,0.0162,0.1286
2100,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI High,0.0164,0.01522,0.12315
2019,EDPRICR,Primary education gross completion rate (percent) ,HDI High,98.52,98.52,98.52
2020,EDPRICR,Primary education gross completion rate (percent) ,HDI High,99.17,99.17,99.17
2021,EDPRICR,Primary education gross completion rate (percent) ,HDI High,99.83,99.83,99.83
2022,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100.5,100.5,100.5
2023,EDPRICR,Primary education gross completion rate (percent) ,HDI High,101.4,101.4,101.4
2024,EDPRICR,Primary education gross completion rate (percent) ,HDI High,101.5,101.5,101.5
2025,EDPRICR,Primary education gross completion rate (percent) ,HDI High,101.2,101.3,101.3
2026,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100.8,101,100.9
2027,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100.7,100.9,100.9
2028,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100.7,101,100.9
2029,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100.8,101.2,101.1
2030,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100.9,101.4,101.3
2031,EDPRICR,Primary education gross completion rate (percent) ,HDI High,101,101.5,101.4
2032,EDPRICR,Primary education gross completion rate (percent) ,HDI High,101.1,101.6,101.5
2033,EDPRICR,Primary education gross completion rate (percent) ,HDI High,101.1,101.6,101.5
2034,EDPRICR,Primary education gross completion rate (percent) ,HDI High,101.2,101.7,101.6
2035,EDPRICR,Primary education gross completion rate (percent) ,HDI High,101.2,101.8,101.7
2036,EDPRICR,Primary education gross completion rate (percent) ,HDI High,101.3,101.8,101.7
2037,EDPRICR,Primary education gross completion rate (percent) ,HDI High,101.4,101.7,101.7
2038,EDPRICR,Primary education gross completion rate (percent) ,HDI High,101.4,101.7,101.6
2039,EDPRICR,Primary education gross completion rate (percent) ,HDI High,101.4,101.5,101.5
2040,EDPRICR,Primary education gross completion rate (percent) ,HDI High,101.3,101.3,101.3
2041,EDPRICR,Primary education gross completion rate (percent) ,HDI High,101.2,101.2,101.2
2042,EDPRICR,Primary education gross completion rate (percent) ,HDI High,101,101,101
2043,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100.8,100.8,100.8
2044,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100.7,100.7,100.7
2045,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100.5,100.5,100.5
2046,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100.4,100.4,100.4
2047,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100.2,100.3,100.2
2048,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100.1,100.1,100.1
2049,EDPRICR,Primary education gross completion rate (percent) ,HDI High,99.97,100,100
2050,EDPRICR,Primary education gross completion rate (percent) ,HDI High,99.97,100,100
2051,EDPRICR,Primary education gross completion rate (percent) ,HDI High,99.98,100,100
2052,EDPRICR,Primary education gross completion rate (percent) ,HDI High,99.98,100,100
2053,EDPRICR,Primary education gross completion rate (percent) ,HDI High,99.99,100,100
2054,EDPRICR,Primary education gross completion rate (percent) ,HDI High,99.99,100,100
2055,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2056,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2057,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2058,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2059,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2060,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2061,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2062,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2063,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2064,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2065,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2066,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2067,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2068,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2069,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2070,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2071,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2072,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2073,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2074,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2075,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2076,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2077,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2078,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2079,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2080,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2081,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2082,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2083,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2084,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2085,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2086,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2087,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2088,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2089,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2090,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2091,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2092,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2093,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2094,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2095,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2096,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2097,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2098,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2099,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2100,EDPRICR,Primary education gross completion rate (percent) ,HDI High,100,100,100
2019,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,39.84,39.84,39.84
2020,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,40.41,40.41,40.41
2021,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,41.01,41.01,41.01
2022,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,41.6,41.6,41.6
2023,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,42.17,42.17,42.17
2024,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,42.75,42.76,42.75
2025,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,43.32,43.35,43.33
2026,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,43.89,43.94,43.92
2027,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,44.46,44.53,44.51
2028,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,45.04,45.14,45.11
2029,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,45.63,45.76,45.73
2030,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,46.23,46.4,46.36
2031,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,46.86,47.05,47.02
2032,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,47.49,47.73,47.69
2033,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,48.15,48.43,48.39
2034,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,48.82,49.15,49.1
2035,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,49.51,49.88,49.83
2036,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,50.2,50.63,50.57
2037,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,50.89,51.37,51.31
2038,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,51.57,52.1,52.04
2039,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,52.23,52.8,52.74
2040,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,52.86,53.48,53.41
2041,EDSECPER,Secondary education gross completion rate (percent) ,HDI High,53.46,54.14,54.06
