Year,indicator,description,hdi group,SDG Push No,JETSDG9,Base
2067,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,9.09011,6.51337,6.89625
2068,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,8.80274,6.22719,6.60156
2069,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,8.51637,5.95555,6.31439
2070,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,8.24456,5.69718,6.04716
2071,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,7.9833,5.44587,5.7874
2072,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,7.71779,5.20052,5.53565
2073,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,7.46211,4.96069,5.28792
2074,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,7.21058,4.72554,5.04529
2075,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,6.96525,4.49845,4.80792
2076,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,6.72995,4.27913,4.58068
2077,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,6.50294,4.06905,4.36105
2078,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,6.28086,3.87073,4.14967
2079,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,6.11473,3.72739,3.99225
2080,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,5.95398,3.59035,3.84495
2081,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,5.79095,3.457,3.70171
2082,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,5.62547,3.32707,3.5637
2083,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,5.46473,3.20145,3.42926
2084,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,5.31165,3.09316,3.29834
2085,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,5.1643,2.9996,3.17968
2086,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,5.02408,2.90979,3.08288
2087,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,4.89053,2.8242,2.99036
2088,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,4.76216,2.7416,2.90071
2089,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,4.63784,2.66251,2.81418
2090,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,4.51808,2.58691,2.73134
2091,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,4.40348,2.51426,2.65241
2092,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,4.2937,2.44396,2.57603
2093,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,4.18819,2.37614,2.50219
2094,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,4.09145,2.31416,2.43472
2095,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,3.99882,2.25461,2.37045
2096,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,3.91084,2.19693,2.30858
2097,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,3.82695,2.14198,2.24825
2098,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,3.74659,2.08928,2.19041
2099,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,3.67172,2.04187,2.13959
2100,NEONATMOR,Neonatal mortality rate (number of neonatal deaths per 1000 live births),HDI Low,3.61474,1.99784,2.09181
2019,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,407.50,407.5,407.5
2020,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,429.7,429.7,429.7
2021,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,439.7,439.7,439.7
2022,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,451,451,451
2023,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,469.8,469.8,469.8
2024,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,486.9,483.7,486.9
2025,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,493.7,491.6,496.9
2026,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,494.3,493.5,499.6
2027,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,490.5,490.7,498
2028,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,487.6,488.2,497.1
2029,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,486.6,486.2,498.2
2030,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,486.5,483.8,500.9
2031,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,487.1,480.9,504.7
2032,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,488.2,477.9,509.8
2033,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,488.6,474.4,515
2034,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,487.2,470.9,519.9
2035,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,484.1,466.5,523.9
2036,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,479,461.1,526.5
2037,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,472.3,456.5,527.7
2038,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,466.4,451.4,527.9
2039,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,459.9,445.2,527.4
2040,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,452.4,437.8,525.7
2041,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,444,428.8,523.5
2042,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,434.2,417.9,520.5
2043,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,423.5,405.9,516.1
2044,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,412.4,394.1,510.5
2045,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,400.8,382.7,503.9
2046,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,389,371.9,496.1
2047,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,377.1,361.2,487.8
2048,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,365.2,350.5,479.5
2049,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,354.3,340.5,471.9
2050,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,343.6,331.1,465.1
2051,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,333.6,323,459
2052,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,323.7,315.9,453.2
2053,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,314.1,309.3,447.9
2054,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,304.4,295.4,442.5
2055,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,293.8,286.6,437
2056,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,283.5,275.6,430.7
2057,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,264.9,261.2,423.7
2058,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,254.3,243.6,415.7
2059,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,240.7,224.4,404.3
2060,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,225.1,205.7,389.7
2061,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,208.8,188.4,373.3
2062,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,192.9,172.5,356.2
2063,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,178,156.8,336.1
2064,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,157.3,137.4,322.1
2065,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,143.6,125.4,306.3
2066,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,132.1,114.3,291.2
2067,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,121.2,103.9,276.7
2068,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,111,94.47,262.5
2069,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,101.6,85.38,243.1
2070,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,92.38,77.74,230.2
2071,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,84.23,70.98,218.3
2072,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,76.8,64.85,206.5
2073,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,70,59.54,196.4
2074,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,64.04,53.3,187.4
2075,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,57.41,48.78,179
2076,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,52.49,44.37,171
2077,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,47.67,40.65,163.2
2078,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,43.49,36.73,155.6
2079,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,39.26,33.68,148.2
2080,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,35.83,30.73,141
2081,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,32.56,27.83,133.9
2082,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,29.37,20.08,127.5
2083,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,21.19,18.06,121
2084,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,18.89,16.28,115.2
2085,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,16.89,14.68,109.4
2086,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,15.11,13.23,103.6
2087,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,13.29,11.91,98.23
2088,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,11.83,10.71,93.53
2089,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,10.53,9.68258,88.97
2090,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,9.4004,8.7708,84.41
2091,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,8.43792,7.94159,80.04
2092,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,7.61563,7.19727,75.88
2093,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,6.89976,6.52805,71.88
2094,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,6.27923,5.2043,68.05
2095,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,5.68506,4.67786,64.35
2096,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,5.10011,4.30774,56.72
2097,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,4.67461,3.82778,53.44
2098,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,3.64024,3.40636,50.05
2099,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,3.26878,3.03801,47.08
2100,INCOMELT190LN,Poverty <$1.90 per day (number of people),HDI Low,2.9307,2.7127,44.33
2019,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,42.80,42.8,42.8
2020,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,43.83,43.83,43.83
2021,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,43.6,43.6,43.6
2022,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,43.47,43.47,43.47
2023,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,44.02,44.02,44.02
2024,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,44.35,44.06,44.35
2025,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,43.72,43.54,44.01
2026,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,42.56,42.5,43.02
2027,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,41.08,41.1,41.71
2028,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,39.73,39.79,40.5
2029,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,38.58,38.56,39.5
2030,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,37.55,37.36,38.66
2031,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,36.62,36.17,37.93
2032,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,35.76,35.02,37.32
2033,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,34.88,33.89,36.72
2034,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,33.91,32.8,36.14
2035,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,32.87,31.71,35.5
2036,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,31.74,30.59,34.8
2037,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,30.55,29.57,34.03
2038,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,29.48,28.57,33.23
2039,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,28.4,27.54,32.41
2040,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,27.32,26.48,31.56
2041,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,26.23,25.38,30.71
2042,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,25.11,24.21,29.85
2043,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,23.98,23.04,28.95
2044,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,22.88,21.92,28.02
2045,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,21.79,20.87,27.07
2046,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,20.75,19.89,26.1
2047,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,19.73,18.96,25.14
2048,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,18.76,18.07,24.22
2049,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,17.88,17.24,23.36
2050,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,17.04,16.48,22.58
2051,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,16.27,15.81,21.87
2052,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,15.52,15.22,21.19
2053,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,14.83,14.67,20.57
2054,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,14.15,13.79,19.97
2055,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,13.45,13.18,19.38
2056,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,12.79,12.5,18.78
2057,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,11.78,11.68,18.17
2058,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,11.16,10.74,17.54
2059,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,10.42,9.7635,16.79
2060,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,9.61734,8.83654,15.94
2061,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,8.8067,7.99017,15.04
2062,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,8.03904,7.22925,14.14
2063,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,7.32931,6.49174,13.16
2064,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,6.40167,5.62379,12.44
2065,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,5.7796,5.07751,11.67
2066,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,5.25765,4.57781,10.95
2067,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,4.77297,4.11958,10.28
2068,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,4.32784,3.70814,9.63243
2069,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,3.92324,3.31857,8.81318
2070,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,3.53229,2.9935,8.25065
2071,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,3.19111,2.70833,7.73734
2072,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,2.88377,2.45267,7.24227
2073,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,2.60565,2.23297,6.81605
2074,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,2.3641,1.98274,6.43728
2075,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,2.10285,1.80048,6.08738
2076,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,1.90771,1.62556,5.75957
2077,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,1.72006,1.47889,5.44876
2078,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,1.55821,1.3272,5.1489
2079,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,1.39724,1.20912,4.86067
2080,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,1.26715,1.09628,4.58635
2081,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,1.14453,0.98682,4.32057
2082,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,1.02628,0.70793,4.08498
2083,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.73622,0.63331,3.84741
2084,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.65284,0.56806,3.63559
2085,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.58082,0.50965,3.43123
2086,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.51713,0.45721,3.22687
2087,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.4529,0.40974,3.04069
2088,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.40141,0.36691,2.87806
2089,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.35588,0.33037,2.7221
2090,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.31639,0.29812,2.56855
2091,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.28296,0.26897,2.42271
2092,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.2545,0.24295,2.28563
2093,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.22983,0.21966,2.15483
2094,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.20853,0.17461,2.03123
2095,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.18826,0.15652,1.91278
2096,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.16846,0.14378,1.67939
2097,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.15404,0.12747,1.57641
2098,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.11969,0.11321,1.4713
2099,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.10727,0.10078,1.37963
2100,PovPerc190HF,Poverty <$1.90 per day (percent of population),HDI Low,0.09601,0.08985,1.29546
2019,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,61.14,61.14,61.14
2020,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,63.28,63.28,63.28
2021,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,65.07,65.07,65.07
2022,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,67,67,67
2023,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,69.13,69.13,69.13
2024,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,72.48,72.5,72.48
2025,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,74.7,74.79,74.73
2026,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,75.19,75.4,75.3
2027,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,75.77,76.11,75.98
2028,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,76.45,76.96,76.8
2029,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,77.27,78.02,77.8
2030,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,78.13,79.19,78.93
2031,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,78.88,80.13,79.95
2032,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,79.54,80.94,80.84
2033,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,80.07,81.58,81.55
2034,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,80.5,82.09,82.09
2035,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,80.96,82.65,82.65
2036,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,81.44,83.22,83.23
2037,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,81.94,83.8,83.81
2038,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,82.46,84.39,84.39
2039,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,83,85.02,84.98
2040,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,83.54,85.65,85.58
2041,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,84.09,86.27,86.2
2042,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,84.66,86.85,86.79
2043,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,85.21,87.45,87.32
2044,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,85.77,88.09,87.89
2045,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,86.34,88.73,88.5
2046,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,86.93,89.36,89.12
2047,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,87.5,89.98,89.72
2048,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,88.07,90.57,90.31
2049,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,88.62,91.17,90.89
2050,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,89.22,91.83,91.54
2051,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,89.8,92.45,92.17
2052,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,90.36,93.05,92.75
2053,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,90.87,93.65,93.33
2054,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,91.37,94.22,93.9
2055,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,91.86,94.77,94.46
2056,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,92.33,95.31,95
2057,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,92.8,95.82,95.51
2058,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,93.27,96.31,96.01
2059,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,93.73,96.79,96.48
2060,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,94.16,97.24,96.93
2061,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,94.58,97.69,97.37
2062,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,94.99,98.07,97.78
2063,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,95.41,98.41,98.15
2064,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,95.8,98.74,98.48
2065,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,96.18,99.08,98.81
2066,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,96.58,99.37,99.13
2067,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,96.98,99.62,99.4
2068,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,97.34,99.82,99.6
2069,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,97.69,100,99.8
2070,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,98.01,100.2,99.98
2071,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,98.31,100.3,100.1
2072,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,98.61,100.4,100.3
2073,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,98.87,100.3,100.3
2074,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,99.12,100.3,100.3
2075,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,99.34,100.3,100.2
2076,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,99.52,100.2,100.2
2077,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,99.66,100.2,100.2
2078,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,99.76,100.2,100.2
2079,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,99.77,100.3,100.2
2080,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,99.77,100.3,100.2
2081,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,99.75,100.3,100.3
2082,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,99.76,100.3,100.3
2083,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,99.79,100.3,100.3
2084,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,99.84,100.3,100.3
2085,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,99.89,100.3,100.3
2086,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,99.96,100.2,100.3
2087,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,100,100.2,100.2
2088,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,100.1,100.1,100.2
2089,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,100.2,100.1,100.1
2090,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,100.2,100,100.1
2091,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,100.3,100,100
2092,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,100.3,100,100
2093,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,100.3,100,100
2094,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,100.3,100,100
2095,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,100.2,100,100
2096,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,100.2,100,100
2097,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,100.2,100,100
2098,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,100.1,100,100
2099,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,100.1,100,100
2100,EDPRICR,Primary education gross completion rate (percent) ,HDI Low,100.1,100,100
2019,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,17.50,17.5,17.5
2020,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,17.42,17.42,17.42
2021,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,17.46,17.46,17.46
2022,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,17.51,17.51,17.51
2023,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,17.55,17.55,17.55
2024,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,17.6,17.61,17.6
2025,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,17.69,17.71,17.7
2026,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,17.79,17.84,17.82
