Year,indicator,description,hdi group,SDG Push No,JETSDG9,Base
2024,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.48229,0.44649,0.48229
2025,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.43393,0.40175,0.46881
2026,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.38436,0.36028,0.44659
2027,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.33686,0.31868,0.41692
2028,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.29328,0.27866,0.38712
2029,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.25228,0.2398,0.35585
2030,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.21557,0.20432,0.3263
2031,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.18369,0.17301,0.30047
2032,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.15623,0.14608,0.27989
2033,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.13274,0.12347,0.26212
2034,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.11283,0.10462,0.24657
2035,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.09585,0.08891,0.23213
2036,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.08125,0.07514,0.21801
2037,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.06852,0.06789,0.20357
2038,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.06167,0.06083,0.1888
2039,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.05507,0.05379,0.17383
2040,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.04876,0.04699,0.15923
2041,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.04284,0.04064,0.14559
2042,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.03747,0.03505,0.13323
2043,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.03281,0.03032,0.12235
2044,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.02891,0.02642,0.11303
2045,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.02566,0.02331,0.10489
2046,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.02293,0.02073,0.09765
2047,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.02056,0.01855,0.09102
2048,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.01845,0.0166,0.08477
2049,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.0165,0.0148,0.07875
2050,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.0147,0.01329,0.07311
2051,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.01321,0.01194,0.06797
2052,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.01182,0.01067,0.06347
2053,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.0105,0.00948,0.05916
2054,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00928,0.00838,0.05506
2055,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00817,0.00738,0.05116
2056,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00719,0.0065,0.04755
2057,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00633,0.00572,0.04424
2058,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00559,0.00505,0.04111
2059,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00495,0.00448,0.03832
2060,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00437,0.004,0.03588
2061,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00396,0.00365,0.03373
2062,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00366,0.00339,0.03182
2063,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00346,0.00321,0.03004
2064,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00331,0.00309,0.02838
2065,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00322,0.00303,0.02724
2066,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00317,0.003,0.02643
2067,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00315,0.00299,0.0258
2068,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00315,0.00301,0.02532
2069,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00315,0.00303,0.02494
2070,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00316,0.00305,0.02464
2071,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00316,0.00306,0.02439
2072,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00316,0.00307,0.0242
2073,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00315,0.00307,0.02405
2074,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00314,0.00305,0.02395
2075,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00312,0.00303,0.02383
2076,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.0031,0.00299,0.02368
2077,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00306,0.00295,0.02346
2078,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00301,0.0029,0.02317
2079,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00295,0.00283,0.02279
2080,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00288,0.00275,0.02232
2081,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00278,0.00265,0.02175
2082,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00267,0.00254,0.02109
2083,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00255,0.00244,0.02037
2084,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00244,0.00232,0.0196
2085,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00229,0.00218,0.01877
2086,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00214,0.00203,0.01793
2087,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00199,0.00189,0.01711
2088,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00185,0.00176,0.01633
2089,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00173,0.00164,0.01559
2090,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00162,0.00153,0.01488
2091,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00152,0.00143,0.01421
2092,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00142,0.00134,0.01358
2093,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00134,0.00126,0.01301
2094,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00125,0.00118,0.01249
2095,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00117,0.0011,0.01201
2096,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00108,0.00102,0.01158
2097,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.001,0.00095,0.01118
2098,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00092,0.00088,0.01081
2099,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00084,0.00081,0.01048
2100,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Very High,0.00077,0.00075,0.01022
2019,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,1,1.09772,1.09772
2020,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,1.07041,1.07041,1.07041
2021,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,1.05982,1.05982,1.05982
2022,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,1.02468,1.02468,1.02468
2023,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.98689,0.98689,0.98689
2024,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.94684,0.92952,0.94684
2025,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.88884,0.86995,0.90829
2026,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.83582,0.8166,0.87185
2027,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.77862,0.75718,0.83758
2028,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.7186,0.70264,0.80389
2029,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.66663,0.64987,0.76686
2030,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.61318,0.5974,0.73167
2031,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.56063,0.5441,0.69725
2032,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.50934,0.49944,0.66809
2033,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.47631,0.46873,0.64257
2034,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.44569,0.43714,0.61712
2035,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.41678,0.41245,0.59587
2036,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.39551,0.39294,0.5772
2037,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.38067,0.38143,0.55995
2038,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.36947,0.37,0.54224
2039,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.36216,0.36318,0.5234
2040,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.35511,0.35518,0.50271
2041,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.34992,0.34906,0.48042
2042,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.34562,0.3442,0.45646
2043,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.3411,0.33955,0.43412
2044,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.33687,0.33468,0.4177
2045,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.33194,0.33044,0.40319
2046,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.32877,0.32798,0.39003
2047,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.32653,0.32576,0.37756
2048,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.32478,0.3242,0.36719
2049,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.32388,0.32327,0.35893
2050,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.32388,0.32316,0.35262
2051,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.3238,0.32412,0.34619
2052,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.32503,0.32601,0.3411
2053,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.32715,0.32839,0.33942
2054,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.32919,0.33096,0.33803
2055,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.33216,0.33413,0.33693
2056,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.3352,0.33778,0.3359
2057,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.33815,0.34092,0.33476
2058,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.34045,0.34358,0.33336
2059,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.34224,0.34511,0.33134
2060,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.34295,0.34552,0.32992
2061,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.34072,0.34231,0.32892
2062,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.33543,0.3371,0.32754
2063,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.32847,0.32881,0.32573
2064,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.31876,0.31918,0.32358
2065,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.30867,0.30788,0.32011
2066,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.29791,0.29693,0.31535
2067,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.28708,0.28538,0.3116
2068,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.27682,0.27465,0.31703
2069,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.27465,0.27259,0.31262
2070,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.27237,0.27067,0.30841
2071,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.27075,0.26941,0.30435
2072,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.26922,0.26752,0.30033
2073,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.26744,0.26619,0.29651
2074,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.26614,0.26467,0.29288
2075,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.26525,0.26375,0.28942
2076,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.264,0.26261,0.28635
2077,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.26255,0.26188,0.2836
2078,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.26177,0.26134,0.28158
2079,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.26128,0.26065,0.27959
2080,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.26052,0.26016,0.27804
2081,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.25985,0.25977,0.27684
2082,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.25972,0.25962,0.27578
2083,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.2595,0.25926,0.27496
2084,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.2595,0.25951,0.2743
2085,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.25958,0.25925,0.27371
2086,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.25929,0.2593,0.27333
2087,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.25915,0.25922,0.27294
2088,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.25924,0.25943,0.27259
2089,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.25951,0.25951,0.27235
2090,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.25957,0.25914,0.27207
2091,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.25916,0.25935,0.27184
2092,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.2594,0.25946,0.27157
2093,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.25928,0.2592,0.27135
2094,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.25908,0.25942,0.27106
2095,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.25939,0.25994,0.27086
2096,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.25996,0.2602,0.27065
2097,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.26006,0.26045,0.27049
2098,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.2604,0.26039,0.27044
2099,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.26004,0.26054,0.27033
2100,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Very High,0.26027,0.26071,0.27018
2019,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1,1.39436,1.39436
2020,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.29561,1.29561,1.29561
2021,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.31853,1.31853,1.31853
2022,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.29213,1.29213,1.29213
2023,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.26749,1.26749,1.26749
2024,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.2289,1.23416,1.2289
2025,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.19204,1.1967,1.19025
2026,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.16725,1.16504,1.16183
2027,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.13669,1.12693,1.14158
2028,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.10506,1.09657,1.12139
2029,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.08467,1.07189,1.09957
2030,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.05985,1.04713,1.08789
2031,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.03074,1.01239,1.07704
2032,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.99466,1.00833,1.06346
2033,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.02424,1.04624,1.04813
2034,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.05803,1.08401,1.02895
2035,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.09376,1.12389,1.01778
2036,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.13867,1.17386,1.00914
2037,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.19012,1.20525,1.00145
2038,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.22314,1.24062,1.0059
2039,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.24928,1.28003,1.00801
2040,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.27778,1.31616,1.01004
2041,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.31433,1.36148,1.00739
2042,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.35618,1.41043,0.99734
2043,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.39938,1.46077,0.99147
2044,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.44362,1.51453,1.00287
2045,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.48632,1.56518,1.00945
2046,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.52953,1.61547,1.01589
2047,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.57278,1.66703,1.02228
2048,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.61914,1.72283,1.02803
2049,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.67148,1.78733,1.03148
2050,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.73366,1.85152,1.03299
2051,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.78705,1.91841,1.03354
2052,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.849,1.99438,1.03286
2053,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.91975,2.08243,1.03128
2054,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.99862,2.18394,1.02815
2055,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,2.09295,2.29924,1.02658
2056,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,2.18833,2.42668,1.02371
2057,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,2.27947,2.54467,1.01924
2058,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,2.35403,2.64297,1.01325
2059,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,2.40168,2.70604,1.00542
2060,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,2.42517,2.71634,0.99595
2061,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,2.34792,2.59191,0.98458
2062,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,2.18986,2.39209,0.97233
2063,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.97787,2.12117,0.96046
2064,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.73838,1.84097,0.9474
2065,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.50815,1.57006,0.93337
2066,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.29432,1.33097,0.91129
2067,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,1.1083,1.12672,0.89884
2068,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.9622,0.96157,0.96044
2069,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96377,0.96408,0.96061
2070,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96232,0.9607,0.96085
2071,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96284,0.96411,0.96107
2072,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.9636,0.9626,0.96124
2073,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96192,0.96158,0.9616
2074,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96222,0.9633,0.96207
2075,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96454,0.96449,0.96233
2076,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96366,0.96278,0.96237
2077,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96372,0.9635,0.96278
2078,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.9626,0.9634,0.96284
2079,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96392,0.96311,0.96304
2080,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.9631,0.96427,0.96303
2081,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96411,0.96365,0.96323
2082,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96416,0.96455,0.9629
2083,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96327,0.96437,0.96358
2084,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96471,0.96443,0.96385
2085,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96492,0.96364,0.96349
2086,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96349,0.96381,0.9637
2087,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96416,0.96473,0.96304
2088,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96329,0.96531,0.96305
2089,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96526,0.96272,0.96303
2090,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.96283,0.9616,0.9637
2091,POVCOUNT25,"Poverty Headcount, Sex Difference (Female minus Male), Age 25-34, millions",HDI Very High,0.9619,0.96299,0.96348
